site_no,lat,long,drainage_area_km2,huc_cd,huc_region,station_nm,state_cd,altitude_m,dam_closure,closure_year,concave_convex,sampling_start,sampling_end,breakpoint,slope_low,std_err_low,p_low,slope_high,std_err_high,p_high,slope_diff_p,concave_not,1 yr,2 yr,5 yr,10 yr,25 yr,50 yr,100 yr,200 yr,break_2yr_ratio
01184000,41.9873186,-72.6053669,25019.2851426,01080205,01,"CONNECTICUT RIVER AT THOMPSONVILLE, CT",09,8.4582,No_closure,NA,concave,1974,2019,2.45119,0.9517251897664067,0.20131356557909671,5.899569246616847e-6,2.5607149832508003,0.09487211908866541,2.1137216326529486e-79,2.417883870288617e-13,concave,1426.2225183493754,2622.5852997277234,3448.1943884989446,4028.178046621722,4797.124200115691,5399.15957487244,6026.049959440592,6684.116430117275,0.107760693451085
01184100,41.96083889,-72.7104861,26.935876344000004,01080205,01,"STONY BROOK NEAR WEST SUFFIELD, CT",09,45.47920800000001,No_closure,NA,no inflection,1981,2011,-1.46905,1.7164262500249965,0.15068764778325988,7.157780601250107e-23,1.3138032343830213,0.0345546907944599,9.589597579168436e-152,0.004602992064892098,convex or no inflection,2.822979294858402,11.683731686131711,20.69040835918643,28.263275256239783,39.80200143292397,49.88523713010038,61.37432630763045,74.41740528953606,0.002906487269300542
01184500,41.9117641,-72.56286569,254.33683240200003,01080205,01,"SCANTIC R AT BROAD BROOK, CT.",09,7.994904000000001,No_closure,NA,concave,1960,1960,0.725908,1.5198991151103278,0.15611811817925636,6.832356861833074e-17,2.2501998491461777,0.12646637444018305,1.1918460940444461e-37,1.3905269742658013e-4,concave,12.744151862129137,29.884480398662117,53.868031793433126,78.74161071451883,124.95772802441039,173.9144134458907,239.44472492513225,326.7398543413026,0.17801733322785765
01192883,41.5202333,-72.7065306,77.18164567800001,01080205,01,"COGINCHAUG RIVER AT MIDDLEFIELD, CT",09,40.895016,No_closure,NA,concave,1981,1988,0.472355,1.0906902992900807,0.011964119110879946,0,1.8452128359435136,0.08619376124129066,1.6788167327982714e-70,2.14800625401383e-18,concave,4.218517333137661,20.583055928559233,34.515457306253744,44.68153921561367,58.35656026165502,69.00954245126297,79.97151382958249,91.33585666588934,0.14416012356379404
01193500,41.55232124,-72.44925287,258.99881100000005,01080205,01,"SALMON RIVER NEAR EAST HAMPTON, CT",09,19.623024,No_closure,NA,concave,1981,2016,0.943745,1.2162441351157922,0.015535937486740831,0,2.6721069756431928,0.06583604325810725,4.318212335819117e-177,4.810050508588024e-103,concave,26.034052065110725,82.25702025672878,142.22574254061857,195.177688529141,279.96176041335536,358.19903955830625,451.0355732227106,560.9953156816105,0.10680019035783703
01197500,42.23191667,-73.3546667,730.3766470200001,01100005,01,"HOUSATONIC RIVER NEAR GREAT BARRINGTON, MA",25,208.190592,No_closure,NA,concave,1971,1996,1.25124,0.8591299842527347,0.03145820496432409,6.897377430734097e-134,2.212578944797125,0.050265903393361656,8.266484352920556e-201,1.3113013136919537e-115,concave,48.02924626522809,106.42495940548963,152.1590660447185,186.41743327867079,234.20102128677968,273.309315925952,315.4767817431387,361.21008049612806,0.16757009150178434
01197802,42.22758865,-73.3623332,111.88748635200001,01100005,01,"WILLIAMS RIVER, AT RAILROAD BR, NR GT. BARRINGTON",25,216.40800000000002,No_closure,NA,concave,1994,1996,0.732714,1.3754086630341102,0.07188582218515972,1.8273515291179775e-27,2.6703983152648614,0.20749275421766553,3.1177082052322413e-15,1.8481260631828416e-9,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01198000,42.1929083,-73.3912306,132.08939361,01100005,01,"GREEN RIVER NEAR GREAT BARRINGTON, MA",25,210.312,No_closure,NA,concave,1967,1996,0.434294,1.2118384627354275,0.026062886049795807,1.6708943735612627e-213,2.4584849752803972,0.04954900101633377,1.3450658574199877e-169,3.833741634630292e-110,concave,9.326527748968667,42.927595067798656,85.23894079736631,125.85028241549867,194.98951779918724,262.2385899000975,345.35241983692566,447.7888445447468,0.0633224108617975
01198125,42.0748138,-73.33344858,1204.3444711500001,01100005,01,"HOUSATONIC RIVER NEAR ASHLEY FALLS, MA",25,NA,No_closure,NA,concave,1994,1996,1.02694,0.9774228474695028,0.07456732285762782,7.149275489143476e-32,2.1667888398109008,0.026275043997613132,0,1.9007963011856197e-51,concave,81.26685259456937,162.59124857441333,214.91796339713815,250.26883119272418,295.80108726626935,330.27846366652903,365.4510463645456,401.50328211015824,0.06543993117202822
01198200,42.0531476,-73.32594909,158.24827352100002,01100005,01,"KONKAPOT RIVER AT ASHLEY FALLS, MA",25,204.216,No_closure,NA,concave,1994,1996,0.406658,1.6242626162011595,0.20368944983994883,2.565968736973141e-7,2.416752333850337,0.12664305549325885,2.7726079359127203e-40,4.7639159974400603e-4,concave,4.300942501354473,14.283516930547945,23.150418478823173,30.13143840947302,40.240156960375124,48.699945071381755,58.02201406705964,68.28271079735448,0.17857589938586974
01199000,41.95731548,-73.36928577,1642.0524617400001,01100005,01,"HOUSATONIC RIVER AT FALLS VILLAGE, CT",09,161.257488,No_closure,NA,concave,1979,1980,1.65828,1.2862019338928665,0.03318719455425037,6.937499629515722e-160,2.937342102168202,0.12825861905053407,5.631805886826294e-54,5.936046804991772e-36,concave,82.29650082157775,182.30336118972895,266.1939156092419,331.3017172043664,425.1423574615825,504.10981600610995,591.1783550017849,687.4190800107149,0.24973839944819384
01199290,41.7267608,-73.4815129,1958.0310111600002,01100005,01,"HOUSATONIC RIVER AT KENT, CT.",09,112.16640000000001,No_closure,NA,convex,1985,1988,0.763128,-30.721794466889126,8.945302509854585,0.006391088103604144,2.004733398295329,0.04567949227542281,3.437377042981719e-191,1.2686380677460156e-4,convex or no inflection,NA,NA,NA,NA,NA,NA,NA,NA,NA
01200500,41.6531496,-73.4898462,2579.62815756,01100005,01,"HOUSATONIC RIVER AT GAYLORDSVILLE, CT",09,72.170544,No_closure,NA,concave,1979,1980,1.83626,1.2247390045440274,0.03910035243373973,9.849609866048486e-129,2.866159478155462,0.10551179671591066,8.175646924936234e-62,1.6907618713267465e-48,concave,118.71299549094589,307.8184292686576,472.30049401391716,602.3212247503474,791.6029551573488,952.4044622888913,1130.951268141904,1329.9962103017097,0.2228257527146011
01205500,41.38380278,-73.16663889,3998.94164184,01100005,01,"HOUSATONIC RIVER AT STEVENSON, CT",09,7.613904000000001,No_closure,NA,concave,1975,1994,2.21506,1.054255726156175,0.04442463365141113,6.057969548232257e-47,2.162777727081939,0.4829117824782444,2.573770032061488e-4,0.011131694197175976,concave,149.73820826710195,605.6646750928916,1004.4464152620163,1308.3728242515774,1734.2149785583247,2080.4709348124197,2449.8069190265037,2846.8319012198795,0.27091169622180233
01209710,41.13537426,-73.426231,85.46960763000001,01100006,01,"NORWALK RIVER AT WINNIPAUK,CT.",09,15.8496,No_closure,NA,convex,1993,2019,-0.746661,-0.11610191806845208,0.3712690242118642,0.7557233109886439,1.2039201541248319,0.04695624673273429,2.7615976828554727e-79,2.0988402566930324e-4,convex or no inflection,NA,NA,NA,NA,NA,NA,NA,NA,NA
01304000,40.84944444,-73.2241667,69.92967897,02030201,02,NISSEQUOGUE RIVER NEAR SMITHTOWN NY,36,2.923032,No_closure,NA,convex,1978,1997,-0.0723281,-8.504028993578212,6.8503228516798425,0.2695163342588221,1.6023247895912498,0.37323584687384764,4.518128248069688e-5,0.07035857562503096,convex or no inflection,2.1428594570192248,2.933172817593777,4.328579965133299,5.776690886533331,8.43884111857268,11.219279105965361,14.903219050862912,19.78008748678647,0.2886252009982187
01327755,43.2645175,-73.5906711,7295.996505870001,02020003,02,HUDSON RIVER AT ROGERS ISLAND AT FORT EDWARD NY,36,NA,No_closure,NA,concave,1975,2002,2.34645,1.142007063433553,0.050714753412491036,2.629001388283621e-75,2.9105144426526413,0.11580668571938088,2.0615199563327875e-68,9.144361159857132e-45,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01329650,43.09840888,-73.57317119,8909.559098400001,02020003,02,HUDSON RIVER AT SCHUYLERVILLE NY,36,NA,No_closure,NA,concave,1976,1990,2.28537,1.185620002069446,0.05149319143862791,2.2136864816803463e-85,2.174279977589695,0.08485726637354192,4.4980110872008686e-92,1.1354041952861702e-23,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01331095,42.93555556,-73.6516667,9772.02513903,02020003,02,HUDSON RIVER AT STILLWATER NY,36,24.076152,No_closure,1951,concave,1977,2002,2.2984,1.371189465831157,0.02830965833251188,0,2.6166003296202134,0.04169510305477479,0,4.002327035867435e-135,concave,399.2114196650516,797.2650755259192,1130.4108569938273,1387.6937730576133,1759.342928442087,2071.0546037868858,2415.374844448794,2796.2295077270983,0.24934304562764634
01335764,42.80646655,-73.6576177,11939.845187100002,02020003,02,HUDSON RIVER BELOW LOCK 1 AT PLEASANTDALE NY,36,NA,No_closure,NA,concave,1999,2001,2.07962,0.7187812621309522,0.46582667718548443,0.12900802999567493,2.163649943665492,0.10093801735133312,1.8101302565117942e-58,0.0012171903915353041,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01335770,42.7886889,-73.6740069,11955.38511576,02020003,02,HUDSON RIVER AT WATERFORD NY,36,NA,No_closure,NA,concave,1975,2003,2.33924,1.0797311557984273,0.06481312522834744,9.311974269192156e-50,2.9805108082289977,0.0632768013226024,1.65380459904091e-206,4.534764979796398e-98,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01349150,42.87627778,-74.6028611,154.62229016700002,02020004,02,CANAJOHARIE CREEK NEAR CANAJOHARIE NY,36,193.61810400000002,No_closure,NA,concave,1993,2019,0.292242,0.7497985242797671,0.04537355226222111,6.586288532972979e-43,2.140649866536319,0.10897190420528083,5.95175989937175e-33,2.3937978760963791e-32,concave,28.274632481658443,83.52200014227174,113.01077575969748,130.10004952134517,149.24717776769393,162.02476397331816,173.70824631860242,184.4218686994785,0.02346611063813998
01356190,42.7836111,-73.8566667,40.403814516000004,02020004,02,LISHA KILL NORTHWEST OF NISKAYUNA NY,36,72.780144,No_closure,NA,concave,1993,2010,-0.0157047,1.107240832359222,0.06653583173239122,6.158273718710785e-32,2.4416778841537212,0.8553322352280255,0.013535642454129925,0.05992067934285384,convex or no inflection,3.6791368139689022,12.111436484947946,17.51369015077391,20.968801578024,25.17482353391529,28.199269720575405,31.111895100110676,33.94904509592835,0.07963420412436147
01357500,42.78538889,-73.70777778,8935.458979500001,02020004,02,MOHAWK RIVER AT COHOES NY,36,14.974824000000002,No_closure,NA,concave,1954,2018,2.26934,1.2562309380316667,0.014488125533061063,0,2.521240617131962,0.018650696492676998,0,0,concave,729.966653147324,1663.07492851664,2316.268609842051,2775.318374611531,3384.5871419781474,3857.947641495713,4350.496979681666,4864.672759889942,0.11179649387109925
01358000,42.7522222,-73.68888889,20953.0038099,02020003,02,HUDSON RIVER AT GREEN ISLAND NY,36,-0.280416,No_closure,NA,concave,1975,1994,2.68771,1.5198474526461214,0.14441067020929033,1.704207296536439e-16,2.5223675880213405,0.26666026734797565,1.6435591531616421e-10,4.7337403539455473e-4,concave,1148.55879246906,2654.6490825156184,3488.8092945061517,3998.891865773985,4605.0633088954455,5031.843604823055,5439.645900730336,5835.436547078796,0.1835282316552666
01359150,42.6125,-73.69527778,25.2264841914,02020006,02,MILL CREEK NR EAST GREENBUSH NY,36,NA,No_closure,NA,concave,1975,1976,-0.598602,1.1690679049597525,0.10783533134426446,5.443040713933842e-21,2.17579175788158,0.08620300706508402,2.0473812675592244e-71,1.525244266718886e-13,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01362198,42.11647855,-74.38848279,154.10429254500002,02020006,02,ESOPUS CREEK AT SHANDAKEN NY,36,310.063896,No_closure,NA,concave,1968,1992,0.836342,1.063355853837187,0.0705572901233363,1.4099432676078808e-32,2.873164303134381,0.28454155718505497,4.065425290018843e-10,3.3403727380339657e-10,concave,17.464201718057968,109.0008601425193,219.25693995689159,318.57527040071056,477.1297548918114,621.1749370713542,789.718412078708,985.250129983666,0.06293787491567551
01362200,42.11694444,-74.38027778,164.98224260700002,02020006,02,ESOPUS CREEK AT ALLABEN NY,36,303.879504,No_closure,NA,concave,1993,2016,0.938493,1.0362014696264479,0.11609356446951168,1.0989803852374607e-11,2.661565582896982,0.46245437122762756,4.263964542739609e-4,3.26156995362742e-4,concave,17.88631073430343,99.19044190862678,205.60254112337014,308.1010487657489,483.3687997344146,653.7222949143834,862.9871251541,1119.4616907269785,0.08750304674850218
01379500,40.7261111,-74.3897222,258.99881100000005,02030103,02,Passaic River near Chatham NJ,34,58.981848,No_closure,NA,concave,1964,1968,0.797411,1.0080160226603911,0.018491749129637372,0,1.7140356039666815,0.12228174324195337,1.8806426224332764e-33,5.688577101557568e-9,concave,16.546027208060377,36.25902305559515,50.62875872600746,60.9326720891837,74.89049434170204,85.99557626524684,97.65959895035103,110.0196432391128,0.1729796051714379
01387500,41.09805556,-74.16277778,310.7985732,02030103,02,Ramapo River near Mahwah NJ,34,77.14488,No_closure,NA,concave,1964,1965,0.775806,0.8196832286887034,0.02244651774235189,1.0554309552520347e-125,2.0822134812766713,0.1969047219632022,1.893085002499151e-16,9.413053124872171e-11,concave,26.32935174547674,84.65609727437395,147.59598352559138,203.523095953785,293.5359170199228,376.9746353703664,476.34138497596047,594.436548357309,0.07049328622424254
01388500,40.9697222,-74.2819444,919.44577905,02030103,02,Pompton River at Pompton Plains NJ,34,48.768,No_closure,NA,concave,1971,2005,2.04677,1.1224947720436498,0.06256346069163014,1.8079669098114039e-44,11.97144628768049,2.4728569782859338,9.178080408591243e-6,5.7777462593664535e-6,concave,36.18014850631198,169.2896851126866,305.07090636347954,417.9568565884216,587.4304975845733,733.6814311122723,898.1791613785034,1082.2358577711498,0.6578691222387365
01389110,40.8922222,-74.2658333,1945.08107061,02030103,02,Passaic River at Route 46 at Singac NJ,34,NA,No_closure,NA,convex,1978,1994,1.66082,1.2867592900083615,0.11910106522211067,3.287294661285558e-14,-0.1455201908085129,0.08584078669380404,0.09140835243027749,8.703519911904418e-23,convex or no inflection,NA,NA,NA,NA,NA,NA,NA,NA,NA
01389500,40.8847222,-74.2261111,1973.5709398200001,02030103,02,Passaic River at Little Falls NJ,34,36.576,No_closure,NA,concave,1964,2009,1.26135,1.0408898387094128,0.020351307784863396,3.493338855662078e-210,1.5105241090657031,0.09966641103125023,1.5178796134074616e-35,1.948557497442464e-6,concave,72.1783026238084,204.70292693413722,318.97773528697087,407.99806006238805,536.6340785050306,644.8605824018113,763.5923885227322,894.5997836926789,0.08917147440835782
01397000,40.5722222,-74.8680556,380.72825217,02030105,02,South Branch Raritan River at Stanton NJ,34,38.103048,No_closure,NA,convex,1960,2009,1.32657,2.7206703710395854,0.19947294631882317,1.2144683828047377e-21,1.918619192617484,0.19055113318729971,1.0205165161033285e-13,0.0018219504672939643,convex or no inflection,36.56615202409179,129.35801725105293,204.37370582326113,259.5512005371894,334.85924787268135,394.7674987406556,457.6225744535208,524.1837928445033,0.16397462627465262
01399575,40.6433333,-74.76027778,47.91478003500001,02030105,02,Rockaway C near Potterstown NJ,34,NA,No_closure,NA,concave,1977,1978,-0.310601,0.8284841195198933,0.18469983721966246,1.4137993422495888e-4,2.7402971429152485,0.13225488765651422,1.3967157782126074e-31,1.9503073947573595e-17,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01399690,40.6233333,-74.7666667,34.187843052,02030105,02,South Branch Rockaway Creek at Whitehouse NJ,34,34.61004,No_closure,NA,convex,1977,1980,0.716671,1.70021542131192,0.03137570357212147,3.578080033171409e-226,0.6249663086297358,0.354577440716731,0.07972934335480523,0.0012610497815034934,convex or no inflection,18.67459624718515,27.186177357912918,37.42159467803012,46.497437688423716,61.01851777714931,74.42357550635283,90.36901617071939,109.42960246631637,0.19156795104051863
01399700,40.63027778,-74.7361111,96.08855888100001,02030105,02,Rockaway Creek at Whitehouse NJ,34,30.370272,No_closure,NA,concave,1977,1994,1.09058,1.9051444816557346,0.05055479619916397,1.0035009661259991e-142,2.870874069414484,0.1730024769603689,1.1907470517990205e-26,4.205377528161231e-8,concave,36.32690684285696,67.43393972882608,86.48978206152333,99.07295287323004,115.00233891158653,126.88642244271507,138.87266748025576,151.02992846496656,0.18268440143518816
01399760,40.6222222,-74.70027778,252.782839536,02030105,02,Lamington R at Lamington Rd near North Branch NJ,34,NA,No_closure,NA,concave,1977,1978,0.567731,1.1625582512217472,0.3094688889136625,5.771701067494618e-4,2.751510785735368,0.18604358479403024,1.5277795464060174e-30,5.400573987602291e-6,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01399780,40.6347222,-74.6866667,258.99881100000005,02030105,02,Lamington River at Burnt Mills NJ,34,21.336000000000002,No_closure,NA,concave,1977,2005,1.26866,1.7028165531272859,0.0750236986116086,1.1338216412559454e-61,3.087415080811934,0.23806620852691518,1.281857085287055e-17,1.4522709623090918e-8,concave,NA,NA,NA,NA,NA,NA,NA,NA,NA
01400500,40.55555556,-74.58277778,1269.0941739,02030105,02,Raritan River at Manville NJ,34,6.281928,No_closure,NA,convex,1968,2011,1.5611,2.7858339003246857,0.2734407898451069,4.367787837370389e-14,1.4619757371103415,0.19053802007106843,2.675137991816217e-10,3.5601888885864864e-5,convex or no inflection,234.66341959981622,443.6636493813852,637.7084691201458,795.5794990258432,1033.2251870087287,1240.709885142641,1476.8776211495624,1746.1504009504552,0.08204387283393975
